fix.acid,vol.acid,citric,sugar,chlorides,free.sd,total.sd,density,pH,sulphates,alcohol,label
9.8,0.36,0.46,10.5,0.038,4,83,2,2.89,0.3,10.1,BAD
6.7,0.23,0.31,2.1,0.046,30,96,2,3.33,0.64,10.7,GOOD
7,0.16,0.25,14.3,0.044,27,149,2,2.91,0.46,9.2,GOOD
7.3,0.24,0.39,3.6,0.024,35,116,2,3.17,0.51,10.9,BAD
8.4,0.23,0.49,7.8,0.035,22,95,2,3.04,0.34,12,GOOD
7.1,0.53,0.07,1.7,0.071,15,24,2,3.29,0.66,10.8,GOOD
6.6,0.34,0.2,1,0.053,26,112,2,3.32,0.55,9.1,BAD
7.1,0.23,0.35,16.5,0.04,60,171,2,3.16,0.59,9.1,GOOD
5.6,0.32,0.32,8.3,0.043,32,105,2,3.24,0.47,11.2,GOOD
6.5,0.18,0.26,1.4,0.041,40,141,2,3.34,0.72,9.5,GOOD
6.6,0.42,0.13,12.8,0.044,26,158,2,3.24,0.47,9,BAD
6.7,0.48,0.32,1.4,0.021,22,121,1,3.15,0.53,12.7,GOOD
7,0.16,0.26,7.3,0.047,30,220,2,3.38,0.58,10.1,GOOD
6.9,0.24,0.4,15.4,0.052,81,198,2,3.2,0.69,9.4,BAD
7.2,0.21,0.34,11.9,0.043,37,213,2,3.09,0.5,9.6,GOOD
6.2,0.47,0.19,8.3,0.029,24,142,2,3.22,0.45,12.3,GOOD
7.4,0.58,0,2,0.064,7,11,2,3.45,0.58,11.3,GOOD
8.3,0.27,0.45,1.3,0.048,8,72,2,3.08,0.61,10.3,BAD
5.9,0.21,0.24,12.1,0.044,53,165,2,3.25,0.39,9.5,BAD
5.9,0.36,0.41,1.3,0.047,45,104,2,3.33,0.51,10.6,GOOD
6.6,0.22,0.23,17.3,0.047,37,118,2,3.08,0.46,8.8,GOOD
7,0.12,0.28,6.3,0.057,17,103,2,3.5,0.44,9.6,BAD
7.1,0.29,0.34,7.8,0.036,49,128,2,3.21,0.4,10.7,GOOD
6.5,0.27,0.4,10,0.039,74,227,2,3.18,0.5,9.4,BAD
8,0.14,0.33,1.2,0.045,71,162,2,3.07,0.47,11,GOOD
9,0.45,0.49,2.6,0.084,21,75,2,3.35,0.57,9.7,BAD
6,0.67,0.07,1.2,0.06,9,108,2,3.11,0.35,8.7,BAD
7.7,0.15,0.29,1.3,0.029,10,64,2,3.35,0.39,10.1,BAD
6.3,0.17,0.23,5.7,0.048,44,147,2,3.08,0.54,10,BAD
7.6,0.37,0.51,11.7,0.094,58,181,2,2.91,0.51,9,BAD
7.8,0.21,0.34,11.9,0.039,55,140,2,3.02,0.31,10.3,GOOD
7,0.32,0.35,1.5,0.039,24,125,2,3.17,0.64,12.2,GOOD
8.9,0.33,0.32,1.5,0.047,11,200,2,3.19,0.46,9.4,BAD
6.8,0.18,0.37,1.5,0.027,37,93,2,3.3,0.45,10.8,GOOD
8.5,0.26,0.21,16.2,0.074,41,197,2,3.02,0.5,9.8,BAD
7.1,0.44,0.37,2.7,0.041,35,128,1,3.07,0.43,13.5,GOOD
5.6,0.18,0.58,1.25,0.034,29,129,1,3.51,0.6,12,GOOD
7.3,0.26,0.53,12.7,0.047,60.5,156,2,3.06,0.45,9.1,GOOD
7.9,0.19,0.42,1.6,0.057,18,30,2,3.29,0.69,11.2,GOOD
6.4,0.33,0.28,1.1,0.038,30,110,2,3.12,0.42,10.5,GOOD
8.3,0.715,0.15,1.8,0.089,10,52,2,3.23,0.77,9.5,BAD
7.2,0.24,0.3,1.2,0.037,11,95,1,2.96,0.36,12.5,GOOD
7,0.735,0.05,2,0.081,13,54,2,3.39,0.57,9.8,BAD
6.2,0.35,0.2,18.1,0.069,33,158,2,3.15,0.5,8.8,GOOD
7.3,0.3,0.74,13.5,0.039,46,165,2,3.02,0.4,8.7,BAD
6.5,0.28,0.28,8.5,0.047,54,210,2,3.09,0.54,8.9,BAD
5.1,0.39,0.21,1.7,0.027,15,72,1,3.5,0.45,12.5,GOOD
6.1,0.3,0.56,2.7,0.046,46,184,2,3.31,0.57,10.9,GOOD
6.3,0.19,0.29,5.5,0.042,44,189,2,3.19,0.47,10.3,GOOD
6.7,0.3,0.35,1.4,0.18,36,160,2,3.11,0.54,9.4,GOOD
5.4,0.29,0.38,1.2,0.029,31,132,1,3.28,0.36,12.4,GOOD
6.9,0.54,0.04,3,0.077,7,27,2,3.69,0.91,9.4,GOOD
5.9,0.32,0.28,4.7,0.039,34,94,1,3.22,0.57,13.1,GOOD
8.3,0.25,0.49,16.8,0.048,50,228,3,3.03,0.52,9.2,GOOD
7.2,0.16,0.26,7.1,0.054,41,224,2,3.38,0.55,10.1,BAD
6.1,0.27,0.32,6.2,0.048,47,161,2,3.22,0.6,11,GOOD
7.1,0.25,0.28,1.6,0.052,46,169,2,3.05,0.41,10.5,BAD
6.6,0.085,0.33,1.4,0.036,17,109,2,3.27,0.61,9.5,GOOD
7.7,0.6,0.06,2,0.079,19,41,2,3.39,0.62,10.1,GOOD
7.8,0.43,0.49,13,0.033,37,158,2,3.14,0.35,11.3,GOOD
5.7,0.26,0.27,4.1,0.201,73.5,189.5,2,3.27,0.38,9.4,GOOD
6.7,0.855,0.02,1.9,0.064,29,38,2,3.3,0.56,10.75,GOOD
5,0.61,0.12,1.3,0.009,65,100,1,3.26,0.37,13.5,BAD
5.8,0.2,0.24,1.4,0.033,65,169,2,3.59,0.56,12.3,GOOD
7.4,0.16,0.49,1.2,0.055,18,150,2,3.23,0.47,11.2,GOOD
7.6,0.36,0.48,13.5,0.038,44,116,2,3.04,0.48,9.2,BAD
6.3,0.19,0.21,1.8,0.049,35,163,2,3.31,0.5,10.3,GOOD
5,0.24,0.34,1.1,0.034,49,158,1,3.32,0.32,13.1,GOOD
6.4,0.42,0.46,8.4,0.05,58,180,2,3.18,0.46,9.7,GOOD
6.3,0.26,0.29,2.2,0.043,35,175,2,3.38,0.43,11.6,GOOD
7.1,0.12,0.3,3.1,0.018,15,37,2,3.02,0.52,11.9,GOOD
7.1,0.39,0.35,12.5,0.044,26,72,2,3.17,0.29,11.6,BAD
6.1,0.19,0.37,2.6,0.041,24,99,2,3.18,0.5,10.9,GOOD
6.3,0.26,0.21,4,0.03,24,125,2,3.06,0.34,10.7,GOOD
6.3,0.34,0.19,5.8,0.041,22,145,2,3.15,0.63,9.9,BAD
7.9,0.14,0.45,1.8,0.05,17,114,2,3.33,0.49,10.7,GOOD
6.3,0.19,0.32,2.8,0.046,18,80,2,2.92,0.47,11.05,GOOD
6.8,0.25,0.38,8.1,0.046,24,155,2,3.33,0.59,10.2,GOOD
5.9,0.17,0.28,0.7,0.027,5,28,1,3.13,0.32,10.6,BAD
6.7,0.25,0.23,7.2,0.038,61,220,2,3.14,0.35,9.5,BAD
8.7,0.31,0.21,5.6,0.039,28,67,2,2.96,0.52,11,BAD
7.5,0.29,0.67,8.1,0.037,53,166,2,2.9,0.41,8.9,GOOD
6.6,0.26,0.36,1.2,0.035,43,126,2,3.01,0.63,11.4,GOOD
6.7,0.24,0.32,10.3,0.079,37,122,2,3.02,0.45,8.8,BAD
6.9,0.33,0.26,5,0.027,46,143,2,3.25,0.43,11.2,GOOD
7.8,0.61,0.29,1.6,0.114,9,29,2,3.26,1.56,9.1,BAD
6.9,0.63,0.02,1.9,0.078,18,30,2,3.4,0.75,9.8,BAD
7.2,0.34,0.23,8.9,0.105,22,155,2,3.01,0.58,9.5,BAD
8.3,0.33,0.43,9.2,0.046,22,126,2,3.38,0.47,9.3,BAD
7.7,0.34,0.58,11.1,0.039,41,151,2,3.06,0.49,8.6,BAD
6.6,0.36,0.24,0.9,0.038,15,72,2,3.23,0.39,11,BAD
6.6,0.905,0.19,0.8,0.048,17,204,2,3.34,0.56,10,BAD
6.7,0.16,0.36,2,0.045,24,131,2,3.3,0.59,10.5,GOOD
7.6,0.3,0.27,10.6,0.039,31,119,2,3.27,0.3,9.3,GOOD
7.2,0.15,0.33,1.1,0.027,16,63,2,3.37,0.4,9.9,BAD
7.9,0.18,0.49,5.2,0.051,36,157,2,3.18,0.48,10.6,GOOD
7.4,0.23,0.38,8.6,0.052,41,150,2,3.06,0.46,10.3,BAD
6.5,0.27,0.19,6.6,0.045,98,175,2,3.16,0.34,10.1,GOOD
6.3,0.21,0.4,1.7,0.031,48,134,2,3.42,0.49,11.5,GOOD
7.2,0.33,0.28,1.4,0.034,26,109,2,3.28,0.57,10.6,GOOD
6,0.33,0.18,3,0.036,5,85,2,3.28,0.4,11.5,BAD
7,0.34,0.3,1.8,0.045,44,142,2,2.99,0.45,10.8,GOOD
7,0.24,0.3,4.2,0.04,41,213,2,3.28,0.49,11.8,GOOD
5.7,0.22,0.28,1.3,0.027,26,101,1,3.35,0.38,12.5,GOOD
8.2,0.26,0.33,2.6,0.053,11,71,2,2.89,0.49,9.5,BAD
5.6,0.34,0.3,6.9,0.038,23,89,2,3.25,0.49,11.1,GOOD
5.8,0.68,0.02,1.8,0.087,21,94,2,3.54,0.52,10,BAD
5.8,0.315,0.27,1.55,0.026,15,70,1,3.37,0.4,11.9,GOOD
6.7,0.15,0.32,7.9,0.034,17,81,2,3.29,0.31,10,GOOD
6.4,0.41,0.24,14,0.048,24,113,2,3.44,0.53,9.8,GOOD
6.7,0.25,0.33,2.9,0.057,52,173,2,3.02,0.48,9.5,GOOD
5.7,0.25,0.26,12.5,0.049,52.5,106,2,3.08,0.45,9.4,GOOD
6.9,0.4,0.14,2.4,0.085,21,40,2,3.43,0.63,9.7,GOOD
6.2,0.41,0.22,1.9,0.023,5,56,1,3.04,0.79,13,GOOD
6.2,0.36,0.24,2.2,0.095,19,42,2,3.57,0.57,11.7,GOOD
6.9,0.42,0.2,15.4,0.043,57,201,2,3.08,0.54,9.4,BAD
6.6,0.4,0.46,6.2,0.056,42,241,2,3.5,0.6,9.9,BAD
6.9,0.54,0.26,12.7,0.049,59,195,2,3.26,0.54,10.5,GOOD
7.7,0.28,0.39,8.9,0.036,8,117,2,3.06,0.38,12,GOOD
7.3,0.25,0.42,14.2,0.041,57,182,2,3.29,0.75,9.1,GOOD
7.4,0.19,0.3,12.8,0.053,48.5,212,2,3.14,0.49,9.1,GOOD
8,0.705,0.05,1.9,0.074,8,19,2,3.34,0.95,10.5,GOOD
8.1,0.12,0.38,0.9,0.034,36,86,2,2.8,0.55,12,GOOD
6.5,0.24,0.29,8.2,0.043,32,156,2,3.13,0.7,10.1,GOOD
7.2,0.36,0.36,5.7,0.038,26,98,2,2.93,0.59,12.5,GOOD
6.2,0.36,0.22,5.25,0.038,44,145,2,3.22,0.4,11.2,GOOD
6.4,0.24,0.23,7.3,0.069,31,157,2,3.25,0.53,9.1,BAD
8,0.27,0.25,19.1,0.045,50,208,3,3.05,0.5,9.2,GOOD
6.8,0.26,0.34,15.1,0.06,42,162,2,3.24,0.52,10.5,BAD
10.4,0.26,0.48,1.9,0.066,6,10,2,3.33,0.87,10.9,GOOD
6.7,0.46,0.21,4,0.034,12,88,2,3.26,0.54,13,GOOD
5.8,0.27,0.2,14.95,0.044,22,179,2,3.37,0.37,10.2,BAD
6.5,0.29,0.42,10.6,0.042,66,202,2,3.24,0.53,9.5,GOOD
8.1,0.2,0.49,11.8,0.048,46,212,2,3.09,0.46,10,GOOD
6.6,0.37,0.47,6.5,0.061,23,150,2,3.14,0.45,9.6,GOOD
7.1,0.34,0.28,2,0.082,31,68,2,3.45,0.48,9.4,BAD
7.2,0.19,0.31,1.4,0.046,37,135,2,3.34,0.57,10.2,GOOD
7.7,0.58,0.1,1.8,0.102,28,109,2,3.08,0.49,9.8,GOOD
6.8,0.11,0.27,8.6,0.044,45,104,2,3.2,0.37,9.9,GOOD
5.5,0.24,0.45,1.7,0.046,22,113,2,3.22,0.48,10,BAD
5.6,0.34,0.1,1.3,0.031,20,68,2,3.36,0.51,11.2,GOOD
6.5,0.24,0.36,2.2,0.027,36,134,1,3.28,0.36,12.5,GOOD
7.4,0.29,0.28,10.2,0.032,43,138,2,3.1,0.47,10.6,GOOD
7.9,0.16,0.3,4.8,0.037,37,171,2,3.47,0.44,9,BAD
6.9,0.36,0.25,2.4,0.098,5,16,2,3.41,0.6,10.1,GOOD
7.6,0.35,0.6,2.6,0.073,23,44,2,3.38,0.79,11.1,GOOD
6.2,0.32,0.32,2.2,0.036,15,70,1,3.16,0.48,12.7,GOOD
9,0.245,0.38,5.9,0.045,52,159,2,2.93,0.35,10.2,GOOD
6.6,0.25,0.32,5.6,0.039,15,68,2,2.96,0.52,11.1,GOOD
7.3,0.4,0.28,6.5,0.037,26,97,2,3.16,0.58,12.6,GOOD
7.1,0.3,0.36,6.8,0.055,44.5,234,2,3.49,0.64,10.2,GOOD
7.4,0.33,0.44,7.6,0.05,40,227,2,3.12,0.52,9,BAD
6.3,0.24,0.29,13.7,0.035,53,134,2,3.17,0.38,10.6,GOOD
6.4,0.33,0.3,7.2,0.041,42,168,2,3.22,0.49,11.1,GOOD
5.6,0.915,0,2.1,0.041,17,78,2,3.68,0.73,11.4,BAD
7,0.21,0.42,5.3,0.037,36,123,2,3.14,0.52,10.9,GOOD
6.6,0.17,0.26,7.4,0.052,45,128,2,3.16,0.37,10,GOOD
5.1,0.26,0.34,6.4,0.034,26,99,2,3.23,0.41,9.2,GOOD
7.7,0.28,0.35,15.3,0.056,31,117,2,3.27,0.5,9.6,BAD
6.7,0.18,0.19,4.7,0.046,57,161,2,3.32,0.66,10.5,GOOD
5.6,0.18,0.31,1.5,0.038,16,84,2,3.34,0.58,10.1,GOOD
8.5,0.34,0.4,4.7,0.055,3,9,2,3.38,0.66,11.6,GOOD
6.9,0.3,0.33,4.1,0.035,26,155,2,3.25,0.79,12.3,GOOD
6.7,0.27,0.26,2.3,0.043,61,181,2,3.45,0.63,10.6,GOOD
7.3,0.67,0.02,2.2,0.072,31,92,2,3.32,0.68,11.0666666666667,GOOD
7,0.26,0.59,1.4,0.037,40,120,2,3.34,0.41,11.1,GOOD
6.9,0.32,0.16,1.4,0.051,15,96,2,3.22,0.38,9.5,BAD
6.9,0.17,0.3,2,0.047,13,117,2,3.16,0.51,11.6,GOOD
6.8,0.32,0.34,1.2,0.044,14,67,2,3.05,0.47,10.6,BAD
7,0.29,0.54,10.7,0.046,59,234,2,3.05,0.61,9.5,BAD
8.6,0.31,0.3,0.9,0.045,16,109,2,2.95,0.39,10.1,BAD
6.4,0.31,0.28,2.5,0.039,34,137,1,3.22,0.38,12.7,GOOD
6.3,0.39,0.22,2.8,0.048,53,173,2,3.24,0.45,9.8,BAD
6.4,0.36,0.21,2.2,0.047,26,48,2,3.47,0.77,9.7,GOOD
7.1,0.18,0.26,1.3,0.041,20,71,2,3.04,0.74,9.9,GOOD
6.5,0.16,0.33,1,0.027,23,75,2,3.3,0.39,11.4,GOOD
6.2,0.24,0.35,1.2,0.038,22,167,2,3.1,0.48,10.6,GOOD
6.9,0.13,0.28,13.3,0.05,47,132,2,3.34,0.42,10.1,GOOD
7.6,0.42,0.25,3.9,0.104,28,90,2,3.15,0.57,9.1,BAD
9.2,0.56,0.18,1.6,0.078,10,21,2,3.15,0.49,9.9,BAD
8.8,0.28,0.45,6,0.022,14,49,2,3.01,0.33,11.1,GOOD
7,0.27,0.48,6.1,0.042,60,184,2,3.2,0.5,9.4,GOOD
7.7,0.665,0,2.4,0.09,8,19,2,3.27,0.73,9.3,BAD
7.2,0.18,0.41,1.2,0.048,41,97,2,3.14,0.45,10.4,BAD
11.1,0.42,0.47,2.65,0.085,9,34,2,3.24,0.77,12.1,GOOD
5.7,0.255,0.65,1.2,0.079,17,137,2,3.2,0.42,9.4,BAD
6.8,0.17,0.17,5.1,0.049,26,82,2,3,0.38,9.8,GOOD
5.7,0.21,0.37,4.5,0.04,58,140,2,3.29,0.62,10.6,GOOD
8.1,0.3,0.49,12.3,0.049,50,144,2,3.09,0.57,10.2,GOOD
6.1,0.23,0.27,9.8,0.055,74,134,2,3.16,0.4,10.2,GOOD
7.9,0.53,0.24,2,0.072,15,105,2,3.27,0.54,9.4,GOOD
10.2,0.29,0.49,2.6,0.059,5,13,2,3.05,0.74,10.5,GOOD
7.6,0.56,0.12,10.4,0.096,22,177,2,3.32,0.45,9.1,BAD
7.3,0.17,0.24,8.1,0.121,32,162,2,3.17,0.38,10.4,GOOD
8.9,0.29,0.35,1.9,0.067,25,57,2,3.18,1.36,10.3,GOOD
6.5,0.28,0.27,5.2,0.04,44,179,2,3.19,0.69,9.4,GOOD
7.9,0.6,0.06,1.6,0.069,15,59,2,3.3,0.46,9.4,BAD
6.3,0.27,0.18,7.7,0.048,45,186,2,3.23,0.47,9,BAD
7.2,0.16,0.29,1,0.031,40,123,1,3.12,0.4,12.1,GOOD
8.4,0.2,0.38,11.8,0.055,51,170,3,3.34,0.82,8.9,GOOD
8.1,0.26,0.37,1.9,0.072,48,159,2,3.37,0.7,10.9,GOOD
6.5,0.21,0.37,2.5,0.048,70,138,2,3.33,0.75,11.4,GOOD
7.5,0.33,0.38,8.7,0.126,49,199,2,2.98,0.57,9.4,BAD
6.5,0.28,0.28,20.4,0.041,40,144,3,3.14,0.38,8.7,BAD
7.3,0.67,0.26,1.8,0.401,16,51,2,3.16,1.14,9.4,BAD
6.6,0.88,0.04,2.2,0.066,12,20,2,3.53,0.56,9.9,BAD
7.1,0.28,0.19,7.8,0.04,48,184,2,3.16,0.5,9.4,BAD
8,0.27,0.33,1.2,0.05,41,103,2,3,0.45,12.4,GOOD
7.8,0.46,0.26,1.9,0.088,23,53,2,3.43,0.74,9.2,GOOD
8.2,0.21,0.32,10.65,0.053,53,145,2,3.17,0.48,10.2,GOOD
7.5,0.33,0.38,8.7,0.126,49,199,2,2.98,0.57,9.4,BAD
6.9,0.14,0.29,9.9,0.056,30,91,2,3.19,0.33,9.9,GOOD
5.1,0.305,0.13,1.75,0.036,17,73,2,3.4,0.51,12.3333333333333,BAD
7.5,0.21,0.34,1.2,0.06,26,111,2,3.51,0.47,10.7,GOOD
7.5,0.32,0.49,1.7,0.031,44,109,2,3.07,0.46,12.5,GOOD
9,0.6,0.29,2,0.069,32,73,2,3.34,0.57,10,BAD
8.3,0.76,0.29,4.2,0.075,12,16,2,3.45,0.68,11.5,GOOD
10.5,0.51,0.64,2.4,0.107,6,15,2,3.09,0.66,11.8,GOOD
7,0.22,0.26,1.1,0.037,20,71,2,3.1,0.38,11.7,GOOD
7.5,0.58,0.03,4.1,0.08,27,46,2,3.02,0.47,9.2,BAD
7.5,0.23,0.68,11,0.047,37,133,2,2.99,0.38,8.8,BAD
5.3,0.43,0.11,1.1,0.029,6,51,2,3.51,0.48,11.2,BAD
5.1,0.35,0.26,6.8,0.034,36,120,2,3.38,0.4,11.5,GOOD
9.8,0.25,0.74,10,0.056,36,225,2,3.06,0.43,10,BAD
7.1,0.2,0.35,3.2,0.034,21,107,2,3.11,0.54,11.1,GOOD
6.9,0.605,0.12,10.7,0.073,40,83,2,3.45,0.52,9.4,GOOD
6.8,0.83,0.09,1.8,0.074,4,25,2,3.38,0.45,9.6,BAD
6.6,0.895,0.04,2.3,0.068,7,13,2,3.53,0.58,10.8,GOOD
7.3,0.73,0.24,1.9,0.108,18,102,2,3.26,0.59,9.3,BAD
7.6,0.48,0.31,9.4,0.046,6,194,2,3.07,0.61,9.4,BAD
6.2,0.3,0.32,1.7,0.032,30,130,2,3.28,0.41,11.2,GOOD
7.2,0.25,0.32,1.5,0.054,24,105,2,3.17,0.48,11.1,GOOD
9.9,0.35,0.55,2.1,0.062,5,14,2,3.26,0.79,10.6,BAD
9.5,0.86,0.26,1.9,0.079,13,28,2,3.25,0.62,10,BAD
8.6,0.31,0.3,0.9,0.045,16,109,2,2.95,0.39,10.1,BAD
7.3,0.25,0.36,13.1,0.05,35,200,2,3.04,0.46,8.9,GOOD
9.3,0.5,0.36,1.8,0.084,6,17,2,3.27,0.77,10.8,GOOD
8.3,0.18,0.37,1.2,0.049,6,94,2,3.18,0.52,10.1,BAD
6.7,0.23,0.33,1.8,0.036,23,96,2,3.32,0.4,10.8,GOOD
6.1,0.33,0.3,3,0.036,30,124,1,3.31,0.4,13.1,GOOD
6.4,0.21,0.3,5.6,0.044,43,160,2,3.6,0.41,10.6,GOOD
8.2,0.2,0.49,3.5,0.057,14,108,2,3.19,0.35,11.5,GOOD
7.1,0.21,0.3,1.4,0.037,45,143,2,3.13,0.33,9.9,GOOD
6.7,0.64,0.23,2.1,0.08,11,119,2,3.36,0.7,10.9,BAD
6.5,0.18,0.41,14.2,0.039,47,129,2,3.28,0.72,10.3,GOOD
7.1,0.17,0.38,7.4,0.052,49,182,2,3.35,0.52,9.6,GOOD
6.5,0.43,0.18,13.15,0.032,25,131,2,3.23,0.51,10.7,BAD
6.4,0.15,0.44,1.2,0.043,67,150,2,3.14,0.73,11.2,GOOD
8.5,0.25,0.27,4.7,0.031,31,92,2,3.01,0.33,12,GOOD
6.9,0.19,0.33,1.6,0.039,27,98,1,3.09,0.46,12.3,GOOD
6.6,0.32,0.22,16.7,0.046,38,133,2,3.22,0.67,10.4,GOOD
8.4,0.34,0.42,2.1,0.072,23,36,2,3.11,0.78,12.4,GOOD
6.9,0.21,0.33,1.4,0.056,35,136,2,3.63,0.78,10.3,GOOD
8.6,0.49,0.51,2,0.422,16,62,2,3.03,1.17,9,BAD
6.6,0.25,0.36,8.1,0.045,54,180,2,3.08,0.42,9.2,BAD
7.9,0.255,0.26,2,0.026,40,190,2,3.04,0.39,11.2,GOOD
11.4,0.36,0.69,2.1,0.09,6,21,2,3.17,0.62,9.2,GOOD
7.4,0.21,0.27,7.3,0.031,41,144,2,3.15,0.38,11.8,GOOD
6.9,0.26,0.27,4.2,0.031,20,80,2,3.12,0.39,11.5,GOOD
8,0.2,0.4,5.2,0.055,41,167,2,3.18,0.4,10.6,GOOD
9,0.8,0.12,2.4,0.083,8,28,2,3.33,0.65,10.4,GOOD
6.8,0.17,0.17,5.1,0.049,26,82,2,3,0.38,9.8,GOOD
7.7,0.66,0.04,1.6,0.039,4,9,2,3.4,0.47,9.4,BAD
6.5,0.23,0.33,13.8,0.042,25,139,2,3.35,0.56,10.4,GOOD
8.3,0.23,0.3,2.1,0.049,21,153,2,3.09,0.5,9.6,GOOD
6.5,0.2,0.31,2.1,0.033,32,95,1,2.96,0.61,12,GOOD
6.3,0.495,0.22,1.8,0.046,31,140,2,3.39,0.54,10.4,GOOD
7.4,0.49,0.24,15.1,0.03,34,153,2,3.13,0.51,12,GOOD
6.4,0.13,0.47,1.6,0.092,40,158,2,3.21,0.36,9.8,GOOD
7.1,0.3,0.46,1.5,0.066,29,133,2,3.12,0.54,12.7,GOOD
6.6,0.22,0.29,14.4,0.046,39,118,2,3.05,0.5,9.1,GOOD
6.8,0.28,0.29,11.9,0.052,51,149,2,3.02,0.58,10.4,GOOD
7.2,0.17,0.28,17.55,0.05,33,154,2,2.94,0.43,9,GOOD
12.6,0.38,0.66,2.6,0.088,10,41,3,3.17,0.68,9.8,GOOD
8.2,0.345,1,18.2,0.047,55,205,2,2.96,0.43,9.6,BAD
6.6,0.54,0.21,16.3,0.055,41,182,2,3.35,0.54,10.4,GOOD
7.1,0.26,0.3,2,0.031,13,128,2,3.19,0.49,11.4,BAD
7.5,0.51,0.02,1.7,0.084,13,31,2,3.36,0.54,10.5,GOOD
6.8,0.17,0.34,2,0.04,38,111,2,3.24,0.45,12.9,GOOD
7.2,0.26,0.4,6.3,0.047,52,172,2,3.18,0.53,9.5,GOOD
8.7,0.23,0.32,13.4,0.044,35,169,2,3.12,0.47,8.8,GOOD
7.1,0.46,0.14,2.8,0.076,15,37,2,3.36,0.49,10.7,BAD
6.1,0.22,0.38,2.8,0.144,12,65,2,2.95,0.64,11.4,GOOD
6.3,0.27,0.46,11.1,0.053,44,177,2,3.18,0.67,9.4,BAD
7.7,0.42,0.38,8.1,0.061,49,144,2,3.4,0.58,11,GOOD
7.3,0.25,0.26,7.2,0.048,52,207,2,3.12,0.37,9.2,BAD
7.2,0.41,0.3,2.1,0.083,35,72,2,3.44,0.52,9.4,BAD
7.9,0.22,0.24,4.6,0.044,39,159,2,2.99,0.28,11.5,GOOD
7.9,0.43,0.21,1.6,0.106,10,37,2,3.17,0.91,9.5,BAD
10.8,0.47,0.43,2.1,0.171,27,66,2,3.17,0.76,10.8,GOOD
8.6,0.265,0.36,1.2,0.034,15,80,2,2.95,0.36,11.4,GOOD
6.3,0.16,0.22,1.3,0.046,18,66,2,3.61,0.55,10.3,GOOD
7,0.16,0.26,6.85,0.047,30,220,2,3.38,0.58,10.1,GOOD
6.9,0.3,0.25,3.3,0.041,26,124,2,3.18,0.5,9.3,GOOD
6.8,0.3,0.24,6.6,0.123,35,116,2,3.07,0.48,9.4,BAD
7.1,0.29,0.34,7.8,0.036,49,128,2,3.21,0.4,10.7,GOOD
6.2,0.16,0.32,1.1,0.036,74,184,2,3.22,0.41,11,GOOD
6.6,0.22,0.37,1.2,0.059,45,199,2,3.37,0.55,10.3,GOOD
6.4,0.22,0.3,11.2,0.046,53,149,2,3.21,0.34,10.8,BAD
7.2,0.53,0.13,2,0.058,18,22,2,3.21,0.68,9.9,GOOD
8.2,0.42,0.29,4.1,0.03,31,100,2,3,0.32,12.8,GOOD
6.2,0.25,0.54,7,0.046,58,176,2,3.19,0.7,10.4,BAD
9.8,0.88,0.25,2.5,0.104,35,155,3,3.41,0.67,11.2,BAD
6.1,0.35,0.07,1.4,0.069,22,108,2,3.23,0.52,9.2,BAD
7,0.24,0.35,1,0.032,42,104,1,3.16,0.37,11.7,GOOD
7.9,0.29,0.31,7.35,0.034,37,154,2,3.06,0.31,10.8,BAD
7.3,0.26,0.33,11.8,0.057,48,127,2,3.1,0.55,10,GOOD
5.8,0.28,0.18,1.2,0.058,7,108,2,3.23,0.58,9.55,BAD
6.3,0.15,0.34,11.4,0.05,25,96,2,3.21,0.49,10,GOOD
6.7,0.75,0.01,2.4,0.078,17,32,2,3.55,0.61,12.8,GOOD
7.5,0.38,0.5,12.8,0.042,57,184,2,3.09,0.46,9,GOOD
6.7,0.54,0.13,2,0.076,15,36,2,3.61,0.64,9.8,BAD
8.6,0.27,0.46,6.1,0.032,13,41,2,2.89,0.34,10.9,BAD
8.5,0.47,0.27,1.9,0.058,18,38,2,3.16,0.85,11.1,GOOD
5.2,0.25,0.23,1.4,0.047,20,77,2,3.32,0.62,11.4,BAD
6.6,0.66,0,3,0.115,21,31,2,3.45,0.63,10.3,BAD
7.9,0.33,0.23,1.7,0.077,18,45,2,3.29,0.65,9.3,BAD
6.6,0.19,0.25,1.2,0.052,34,181,2,3.3,0.42,9.4,GOOD
7.3,0.22,0.5,13.7,0.049,56,189,2,3.24,0.66,9,GOOD
8.1,0.56,0.28,1.7,0.368,16,56,2,3.11,1.28,9.3,BAD
6.8,0.705,0.25,3.2,0.048,10,57,2,3.36,0.52,9.5,BAD
7.2,0.29,0.4,7.6,0.024,56,177,2,3.04,0.32,11.5,GOOD
6.9,0.28,0.28,12.2,0.042,52,139,2,3.03,0.56,10.4,GOOD
7.8,0.58,0.02,2,0.073,9,18,2,3.36,0.57,9.5,GOOD
7.2,0.29,0.4,7.6,0.024,56,177,2,3.04,0.32,11.5,GOOD
8.8,0.61,0.14,2.4,0.067,10,42,2,3.19,0.59,9.5,BAD
8.9,0.22,0.48,1.8,0.077,29,60,2,3.39,0.53,9.4,GOOD
5.4,0.58,0.08,1.9,0.059,20,31,2,3.5,0.64,10.2,GOOD
8.3,0.14,0.36,8.8,0.026,13,60,2,3.13,0.35,11.05,BAD
6.6,0.32,0.26,7.7,0.054,56,209,2,3.17,0.45,8.8,BAD
7.2,0.21,0.36,15.7,0.045,68,183,2,3.25,0.76,9.4,BAD
